Instituição;Código;TCB;SR;TD;TC;Cidade;UF;Data;Ativo Total;Carteira de Crédito Classificada;Passivo Circulante e Exigível a Longo Prazo e Resultados de Exercícios Futuros;Captações;Patrimônio Líquido;Lucro Líquido;Patrimônio de Referência para Comparação com o RWA;Índice de Basileia;Índice de Imobilização;Número de Agências;Número de Postos de Atendimento;
ITAU - PRUDENCIAL;1000080099;b1;S1;C;2;SAO PAULO;SP;09/2023;2.411.605.059;902.289.421;2.228.216.070;1.733.673.544;183.388.990;8.039.978;197.653.025;16,26%;20,31%;2.376;1.011
BB - PRUDENCIAL;1000080329;b1;S1;C;1;BRASILIA;DF;09/2023;2.226.820.215;945.588.965;2.065.776.271;1.798.450.613;161.043.944;8.611.157;179.275.385;16,24%;18,13%;3.993;547
CAIXA ECONÔMICA FEDERAL - PRUDENCIAL;1000080738;b1;S1;C;1;BRASILIA;DF;09/2023;1.740.269.567;1.091.366.150;1.649.865.986;1.461.191.651;90.403.581;3.036.514;126.384.042;16,94%;8,65%;3.375;895
BRADESCO - PRUDENCIAL;1000080075;b1;S1;C;2;OSASCO;SP;09/2023;1.592.736.217;626.878.615;1.430.876.475;1.201.607.817;161.859.742;4.629.712;150.714.848;15,99%;25,41%;2.804;1.179
SANTANDER - PRUDENCIAL;1000080185;b1;S1;C;3;SAO PAULO;SP;09/2023;1.196.996.611;507.069.351;1.102.127.643;859.110.286;94.868.968;2.829.363;93.020.586;14,27%;18,23%;2.565;1.574
BNDES - PRUDENCIAL;1000081847;b4;S2;C;1;RIO DE JANEIRO;RJ;09/2023;719.339.005;307.244.089;571.380.712;133.827.403;147.958.293;4.944.616;186.038.413;31,28%;1,05%;5;0
BTG PACTUAL - PRUDENCIAL;1000080336;b1;S1;C;2;RIO DE JANEIRO;RJ;09/2023;478.602.039;106.855.007;426.965.680;320.121.422;51.636.359;2.622.550;58.872.343;17,37%;24,44%;74;0
SAFRA - PRUDENCIAL;1000080109;b1;S2;C;2;SAO PAULO;SP;09/2023;243.944.275;109.770.952;219.217.208;176.783.762;24.727.066;940.225;30.543.270;19,01%;26,26%;132;4
CITIBANK - PRUDENCIAL;1000080192;b1;S2;C;3;SAO PAULO;SP;09/2023;185.441.257;30.408.600;171.938.560;115.110.285;13.502.697;852.657;13.271.636;16,29%;2,95%;57;8
XP INVESTIMENTOS CCTVM S/A - PRUDENCIAL;1000082475;b1;S3;C;2;RIO DE JANEIRO;RJ;09/2023;176.417.259;27.700.536;168.262.494;116.847.947;8.154.765;190.177;5.974.815;13,10%;5,81%;14;0
BCO COOPERATIVO SICREDI - PRUDENCIAL;1000080745;b1;S3;C;2;PORTO ALEGRE;RS;09/2023;173.756.658;25.461.490;169.468.575;155.075.875;4.288.083;70.848;4.839.887;16,56%;1,99%;7;0
NU PAGAMENTOS - PRUDENCIAL;1000084693;n1;S3;C;2;SAO PAULO;SP;09/2023;160.513.868;74.058.510;150.815.547;100.887.609;9.698.321;1.390.485;10.707.752;10,99%;2,35%;8;0
VOTORANTIM - PRUDENCIAL;1000080484;b1;S2;C;2;SAO PAULO;SP;09/2023;133.967.054;71.851.743;120.560.379;94.359.106;13.406.675;315.774;12.140.220;15,39%;7,72%;7;5
BANCOOB - PRUDENCIAL;1000080879;b1;S3;C;2;BRASILIA;DF;09/2023;133.089.276;23.724.995;129.504.203;112.315.601;3.585.072;147.851;3.534.714;14,05%;15,53%;8;0
BANRISUL - PRUDENCIAL;1000080154;b1;S2;C;1;PORTO ALEGRE;RS;09/2023;122.943.141;52.456.931;113.458.448;95.050.596;9.484.693;127.109;8.907.324;16,05%;11,61%;502;126
JP MORGAN CHASE - PRUDENCIAL;1000080116;b1;S3;C;3;SAO PAULO;SP;09/2023;109.948.485;3.578.785;100.567.999;50.623.014;9.380.486;563.609;9.331.353;17,76%;0,95%;9;0
CIELO IP - PRUDENCIAL;1000084710;n4;;C;2;BARUERI;SP;09/2023;97.280.632;2.259.044;75.011.252;6.437.660;22.269.381;542.473;11.777.156;39,49%;NI%;1;0
BNP PARIBAS - PRUDENCIAL;1000080673;b1;S3;C;3;SAO PAULO;SP;09/2023;96.555.035;10.563.528;92.424.815;25.777.119;4.130.221;19.232;5.839.602;17,48%;1,21%;2;0
BCO DAYCOVAL S.A - PRUDENCIAL;1000081744;b1;S3;C;2;SAO PAULO;SP;09/2023;72.923.390;44.737.048;66.698.792;58.264.241;6.224.597;320.709;7.271.539;15,32%;15,43%;56;0
BCO DO NORDESTE DO BRASIL S.A. - PRUDENCIAL;1000081593;b1;S2;C;1;FORTALEZA;CE;09/2023;64.870.532;13.710.327;54.580.145;19.929.181;10.290.388;602.231;12.025.933;12,76%;2,59%;296;1
BANCO C6 - PRUDENCIAL;1000084844;b1;S3;C;2;SAO PAULO;SP;09/2023;60.175.602;41.671.979;57.161.748;45.558.060;3.013.854;-270.993;3.583.528;11,67%;16,50%;6;1
ABC-BRASIL - PRUDENCIAL;1000080312;b1;S3;C;3;SAO PAULO;SP;09/2023;55.578.242;23.259.719;49.854.985;41.227.887;5.723.257;229.167;6.699.077;14,62%;0,55%;15;0
INTER - PRUDENCIAL;1000080996;b1;S3;C;2;BELO HORIZONTE;MG;09/2023;54.764.770;27.103.660;47.500.795;39.331.612;7.263.975;53.844;5.964.109;23,74%;8,96%;21;0
BCO RABOBANK INTL BRASIL S.A. - PRUDENCIAL;1000081555;b1;S3;I;3;SAO PAULO;SP;09/2023;49.139.147;29.313.988;43.667.432;33.030.487;5.471.716;207.259;7.223.916;16,06%;0,43%;19;0
BRB - PRUDENCIAL;1000080288;b1;S3;C;1;BRASILIA;DF;09/2023;48.021.508;34.295.103;45.551.450;40.106.775;2.470.059;76.309;3.900.895;14,53%;14,46%;128;100
PAGSEGURO - PRUDENCIAL;1000084813;b1;S4;C;2;SAO PAULO;SP;09/2023;47.876.458;1.614.274;36.926.114;23.547.985;10.950.344;349.868;9.312.294;34,24%;51,88%;6;0
BMG - PRUDENCIAL;1000080178;b1;S3;C;2;SAO PAULO;SP;09/2023;42.993.038;23.652.573;39.096.717;34.906.411;3.896.321;71.663;3.359.340;13,47%;36,73%;35;0
BCO DA AMAZONIA S.A. - PRUDENCIAL;1000081249;b1;S3;I;1;BELEM;PA;09/2023;42.722.537;23.286.299;36.910.960;11.925.822;5.811.577;333.498;5.710.610;13,07%;3,67%;116;0
BANESTES - PRUDENCIAL;1000080147;b1;S3;C;1;VITORIA;ES;09/2023;41.623.269;9.196.723;39.444.570;37.919.600;2.178.699;95.679;1.972.536;15,09%;12,05%;94;60
VOLKSWAGEN - PRUDENCIAL;1000080202;b2;S3;C;3;SAO PAULO;SP;09/2023;41.078.401;35.643.889;36.934.093;32.556.916;4.144.308;-45.986;3.928.054;11,61%;0,16%;3;0
BCO MUFG BRASIL S.A. - PRUDENCIAL;1000081713;b1;S3;I;3;SAO PAULO;SP;09/2023;36.407.378;1.813.274;34.952.270;9.242.671;1.455.107;21.276;1.427.608;29,02%;0,54%;2;0
ORIGINAL - PRUDENCIAL;1000080903;b1;S3;C;2;SAO PAULO;SP;09/2023;35.999.352;17.962.575;33.085.008;29.408.120;2.914.344;-267.878;3.516.397;14,05%;NI%;9;0
BOFA MERRILL LYNCH - PRUDENCIAL;1000080556;b1;S3;C;3;SAO PAULO;SP;09/2023;33.664.549;1.935.085;28.601.543;17.699.458;5.063.006;335.362;5.063.006;22,44%;1,79%;3;0
STONE IP - PRUDENCIAL;1000084686;n1;S4;C;2;SAO PAULO;SP;09/2023;33.047.753;0;25.149.113;5.213.310;7.898.640;89.685;1.727.217;9,68%;NI%;3;0
CREDIT SUISSE - PRUDENCIAL;1000080219;b1;S3;C;3;SAO PAULO;SP;09/2023;32.064.713;6.989.405;25.571.142;8.871.126;6.493.571;89.566;6.192.934;25,86%;1,26%;10;0
BANCO MASTER - PRUDENCIAL;1000080367;b1;S3;C;2;RIO DE JANEIRO;RJ;09/2023;31.955.886;18.891.028;29.753.263;27.917.552;2.202.623;3.814;1.840.614;11,60%;25,55%;10;5
CREDIT AGRICOLE - PRUDENCIAL;1000080491;b1;S3;C;3;SAO PAULO;SP;09/2023;29.566.126;5.189.440;26.915.006;9.298.055;2.651.120;81.858;2.643.179;24,08%;0,46%;2;0
MERCADO PAGO IP - PRUDENCIAL;1000084820;n1;S4;C;2;OSASCO;SP;09/2023;29.379.963;4.753.461;26.674.924;14.947.864;2.705.039;297.880;2.494.349;18,12%;NI%;3;0
GOLDMAN SACHS - PRUDENCIAL;1000080714;b2;S3;C;3;SAO PAULO;SP;09/2023;27.315.387;439.449;24.324.499;10.528.922;2.990.887;109.835;2.989.080;18,72%;0,78%;4;0
SOCIETE GENERALE - PRUDENCIAL;1000080264;b1;S3;C;3;SAO PAULO;SP;09/2023;24.271.147;593.275;22.564.437;3.350.050;1.706.710;23.810;1.689.685;47,78%;0,28%;4;0
BANCO CNH INDUSTRIAL CAPITAL S.A - PRUDENCIAL;1000081407;b2;S3;I;3;CURITIBA;PR;09/2023;24.252.836;23.271.441;21.901.427;20.008.835;2.351.409;6.969;3.014.373;12,98%;0,10%;2;0
BANCO HSBC - PRUDENCIAL;1000084741;b1;S3;I;3;SAO PAULO;SP;09/2023;24.081.929;1.784.199;22.981.522;5.712.997;1.100.406;15.982;1.525.127;22,92%;0,64%;2;0
MIZUHO - PRUDENCIAL;1000080697;b1;S4;I;3;SAO PAULO;SP;09/2023;24.048.787;3.815.936;23.032.029;11.870.571;1.016.758;29.671;997.320;16,41%;2,16%;2;0
BOCOM - PRUDENCIAL;1000084624;b1;S3;C;3;SALVADOR;BA;09/2023;24.037.188;12.790.199;22.873.654;19.912.663;1.163.534;54.403;1.899.384;13,99%;0,68%;8;0
BCO CLASSICO S.A. - PRUDENCIAL;1000081665;b1;S3;C;2;RIO DE JANEIRO;RJ;09/2023;23.353.820;0;8.277.993;239;15.075.827;79.603;15.075.827;44,67%;2,23%;2;0
