Instituição;Código;TCB;SR;TD;TC;Cidade;UF;Data;Ativo Total;Carteira de Crédito Classificada;Passivo Circulante e Exigível a Longo Prazo e Resultados de Exercícios Futuros;Captações;Patrimônio Líquido;Lucro Líquido;Patrimônio de Referência para Comparação com o RWA;Índice de Basileia;Índice de Imobilização;Número de Agências;Número de Postos de Atendimento;
ITAU - PRUDENCIAL;1000080099;b1;S1;C;2;SAO PAULO;SP;03/2021;1.911.910.190;738.796.455;1.759.537.241;1.318.072.663;152.372.949;5.847.610;155.144.417;14,47%;23,02%;2.908;868
BB - PRUDENCIAL;1000080329;b1;S1;C;1;BRASILIA;DF;03/2021;1.815.118.154;696.963.441;1.687.214.963;1.423.229.172;127.903.192;4.253.118;161.783.326;19,56%;14,64%;4.408;733
CAIXA ECONÔMICA FEDERAL - PRUDENCIAL;1000080738;b1;S1;C;1;BRASILIA;DF;03/2021;1.436.040.486;802.383.190;1.370.806.831;1.180.893.005;65.233.655;4.291.083;101.392.994;17,57%;12,28%;3.374;789
BRADESCO - PRUDENCIAL;1000080075;b1;S1;C;2;OSASCO;SP;03/2021;1.376.666.827;527.551.797;1.232.413.267;1.015.469.937;144.253.560;6.159.923;135.568.361;15,37%;29,85%;3.422;1.490
SANTANDER - PRUDENCIAL;1000080185;b1;S1;C;3;SAO PAULO;SP;03/2021;992.406.473;425.570.032;909.838.220;703.177.235;82.568.253;3.039.896;87.353.958;15,17%;14,59%;2.732;1.886
BNDES - PRUDENCIAL;1000081847;b4;S2;C;1;RIO DE JANEIRO;RJ;03/2021;737.237.020;302.599.249;623.350.844;230.526.341;113.886.175;9.807.601;190.122.634;40,30%;5,47%;5;0
BTG PACTUAL - PRUDENCIAL;1000080336;b1;S1;C;2;RIO DE JANEIRO;RJ;03/2021;275.943.603;55.126.427;245.523.837;174.234.698;30.419.766;1.176.496;31.160.097;17,66%;43,18%;28;0
SAFRA - PRUDENCIAL;1000080109;b1;S2;C;2;SAO PAULO;SP;03/2021;228.091.906;92.291.226;214.141.478;182.770.409;13.950.428;552.879;19.290.415;13,48%;35,47%;120;5
VOTORANTIM - PRUDENCIAL;1000080484;b1;S2;C;2;SAO PAULO;SP;03/2021;121.313.276;61.188.992;110.248.180;88.295.049;11.065.096;370.885;11.182.419;14,65%;18,49%;9;33
JP MORGAN CHASE - PRUDENCIAL;1000080116;b1;S3;C;3;SAO PAULO;SP;03/2021;120.084.825;4.008.802;114.229.125;70.281.524;5.855.701;-91.992;5.729.517;14,11%;1,46%;10;0
CITIBANK - PRUDENCIAL;1000080192;b1;S2;C;3;SAO PAULO;SP;03/2021;116.607.506;25.336.404;106.351.159;59.319.006;10.256.346;246.840;10.037.781;15,65%;2,09%;89;8
BANRISUL - PRUDENCIAL;1000080154;b1;S2;C;1;PORTO ALEGRE;RS;03/2021;95.490.544;36.852.226;86.909.615;73.490.361;8.580.929;278.935;6.694.239;14,79%;10,13%;522;127
XP INVESTIMENTOS CCTVM S/A - PRUDENCIAL;1000082475;b1;S3;C;2;RIO DE JANEIRO;RJ;03/2021;89.569.391;5.047.396;85.983.848;66.930.169;3.585.543;42.684;2.234.919;13,21%;5,04%;6;0
CREDIT AGRICOLE - PRUDENCIAL;1000080491;b1;S3;C;3;SAO PAULO;SP;03/2021;87.453.247;4.377.136;85.111.931;12.597.408;2.341.316;-36.634;2.334.380;22,53%;0,65%;5;0
CIELO IP - PRUDENCIAL;1000084710;n4;;C;2;BARUERI;SP;03/2021;84.596.472;49.235;71.957.437;6.921.805;12.639.035;265.130;NA;NA%;NA%;1;0
