Instituição;Código;TCB;SR;TD;TC;Cidade;UF;Data;Ativo Total;Carteira de Crédito Classificada;Passivo Circulante e Exigível a Longo Prazo e Resultados de Exercícios Futuros;Captações;Patrimônio Líquido;Lucro Líquido;Patrimônio de Referência para Comparação com o RWA;Índice de Basileia;Índice de Imobilização;Número de Agências;Número de Postos de Atendimento;
BB - PRUDENCIAL;1000080329;b1;S1;C;1;BRASILIA;DF;03/2022;2.021.418.241;788.089.646;1.879.134.240;1.608.475.475;142.284.000;6.708.613;163.490.337;17,69%;15,52%;3.995;671
ITAU - PRUDENCIAL;1000080099;b1;S1;C;2;SAO PAULO;SP;03/2022;1.960.180.160;816.413.879;1.805.391.908;1.374.017.362;154.788.253;7.041.418;162.203.379;13,93%;17,29%;2.766;934
CAIXA ECONÔMICA FEDERAL - PRUDENCIAL;1000080738;b1;S1;C;1;BRASILIA;DF;03/2022;1.484.173.666;891.106.461;1.403.208.817;1.218.543.091;80.964.850;2.325.100;124.331.437;19,52%;9,58%;3.377;907
BRADESCO - PRUDENCIAL;1000080075;b1;S1;C;2;OSASCO;SP;03/2022;1.431.036.747;616.698.589;1.278.677.310;1.050.536.067;152.359.437;7.008.490;152.490.105;15,68%;26,85%;2.983;1.375
SANTANDER - PRUDENCIAL;1000080185;b1;S1;C;3;SAO PAULO;SP;03/2022;987.895.426;454.114.144;903.537.648;694.433.559;84.357.778;4.111.688;88.656.915;14,71%;16,82%;2.620;1.568
BNDES - PRUDENCIAL;1000081847;b4;S2;C;1;RIO DE JANEIRO;RJ;03/2022;749.721.945;293.062.650;607.272.195;205.825.245;142.449.750;12.901.944;200.999.329;39,51%;1,06%;5;0
BTG PACTUAL - PRUDENCIAL;1000080336;b1;S1;C;2;RIO DE JANEIRO;RJ;03/2022;372.513.732;106.512.601;329.001.241;259.331.435;43.512.491;1.942.585;39.418.690;14,98%;31,63%;51;0
SAFRA - PRUDENCIAL;1000080109;b1;S2;C;2;SAO PAULO;SP;03/2022;220.850.203;112.432.323;205.528.278;172.295.194;15.321.925;501.415;21.021.244;13,39%;35,01%;123;4
CITIBANK - PRUDENCIAL;1000080192;b1;S2;C;3;SAO PAULO;SP;03/2022;143.875.191;28.861.083;132.866.678;80.776.998;11.008.513;429.334;10.782.906;13,72%;2,69%;57;8
VOTORANTIM - PRUDENCIAL;1000080484;b1;S2;C;2;SAO PAULO;SP;03/2022;123.078.247;66.455.551;108.816.697;87.031.982;14.261.550;502.521;12.081.020;16,00%;19,88%;9;19
XP INVESTIMENTOS CCTVM S/A - PRUDENCIAL;1000082475;b1;S3;C;2;RIO DE JANEIRO;RJ;03/2022;112.028.803;14.470.173;105.324.629;76.116.529;6.704.174;-65.895;4.556.497;15,55%;4,11%;8;0
BCO COOPERATIVO SICREDI - PRUDENCIAL;1000080745;b1;S3;C;2;PORTO ALEGRE;RS;03/2022;109.971.755;17.928.834;107.507.278;97.427.665;2.464.477;13.872;2.844.687;15,11%;3,17%;7;0
BANRISUL - PRUDENCIAL;1000080154;b1;S2;C;1;PORTO ALEGRE;RS;03/2022;104.115.641;42.378.483;95.119.024;80.880.477;8.996.617;164.093;8.603.770;17,61%;9,18%;508;129
CIELO IP - PRUDENCIAL;1000084710;n4;;C;2;BARUERI;SP;03/2022;97.483.994;41.420;76.881.718;3.908.645;20.602.276;247.870;NA;NA%;NA%;1;0
NU PAGAMENTOS - PRUDENCIAL;1000084693;n1;;C;2;SAO PAULO;SP;03/2022;94.749.430;39.900.397;91.512.333;60.691.626;3.237.097;-40.890;*;*%;*%;7;0
JP MORGAN CHASE - PRUDENCIAL;1000080116;b1;S3;C;3;SAO PAULO;SP;03/2022;86.109.262;4.430.562;78.684.049;51.058.478;7.425.213;402.268;7.150.670;13,66%;1,11%;9;0
BANCOOB - PRUDENCIAL;1000080879;b1;S3;C;2;BRASILIA;DF;03/2022;83.959.068;17.566.846;81.333.635;68.644.978;2.625.434;121.284;2.396.824;13,67%;12,08%;8;0
BNP PARIBAS - PRUDENCIAL;1000080673;b1;S3;C;3;SAO PAULO;SP;03/2022;71.287.856;16.395.030;66.890.420;28.506.533;4.397.436;-66.336;4.869.495;11,58%;1,87%;7;0
BCO DO NORDESTE DO BRASIL S.A. - PRUDENCIAL;1000081593;b1;S2;I;1;FORTALEZA;CE;03/2022;63.006.496;14.994.124;55.071.476;18.652.185;7.935.020;408.893;10.262.811;13,83%;2,64%;296;2
BCO DAYCOVAL S.A - PRUDENCIAL;1000081744;b1;S3;C;2;SAO PAULO;SP;03/2022;61.186.661;37.315.228;56.051.486;47.375.675;5.135.175;196.134;6.115.578;13,85%;17,33%;54;0
BCO RABOBANK INTL BRASIL S.A. - PRUDENCIAL;1000081555;b1;S3;I;3;SAO PAULO;SP;03/2022;46.138.209;26.222.142;41.122.103;29.287.861;5.016.106;131.221;6.373.877;15,58%;0,26%;19;0
ABC-BRASIL - PRUDENCIAL;1000080312;b1;S3;C;3;SAO PAULO;SP;03/2022;45.099.488;22.916.111;40.324.299;34.319.863;4.775.189;183.577;5.552.220;15,08%;0,53%;14;0
BCO MUFG BRASIL S.A. - PRUDENCIAL;1000081713;b1;S3;I;3;SAO PAULO;SP;03/2022;44.078.500;3.572.994;42.713.550;7.235.015;1.364.949;20.507;1.340.993;21,69%;0,65%;2;0
CREDIT SUISSE - PRUDENCIAL;1000080219;b1;S3;C;3;SAO PAULO;SP;03/2022;43.874.915;11.607.333;37.785.980;20.161.763;6.088.934;389.131;5.725.426;18,12%;4,09%;10;0
CREDIT AGRICOLE - PRUDENCIAL;1000080491;b1;S3;C;3;SAO PAULO;SP;03/2022;42.104.364;3.050.563;39.686.980;8.865.190;2.417.385;35.532;2.345.472;20,11%;0,54%;5;0
BRB - PRUDENCIAL;1000080288;b1;S3;C;1;BRASILIA;DF;03/2022;38.328.419;23.145.690;35.922.896;32.171.007;2.405.523;70.676;2.720.479;13,56%;26,23%;129;86
INTER - PRUDENCIAL;1000080996;b1;S3;C;2;BELO HORIZONTE;MG;03/2022;38.290.563;18.191.210;29.806.493;24.460.378;8.484.070;43.649;7.042.015;35,68%;5,16%;21;0
