Instituição;Código;TCB;SR;TD;TC;Cidade;UF;Data;Ativo Total;Carteira de Crédito Classificada;Passivo Circulante e Exigível a Longo Prazo e Resultados de Exercícios Futuros;Captações;Patrimônio Líquido;Lucro Líquido;Patrimônio de Referência para Comparação com o RWA;Índice de Basileia;Índice de Imobilização;Número de Agências;Número de Postos de Atendimento;
ITAU - PRUDENCIAL;1000080099;b1;S1;C;2;SAO PAULO;SP;12/2019;1.528.608.478;583.847.119;1.385.252.348;1.006.591.400;143.356.131;13.093.380;140.595.506;15,77%;27,88%;3.105;894
BB - PRUDENCIAL;1000080329;b1;S1;C;1;BRASILIA;DF;12/2019;1.472.484.492;621.378.288;1.373.563.045;1.133.767.795;98.921.447;9.952.524;132.150.432;18,58%;14,28%;4.366;941
CAIXA ECONÔMICA FEDERAL - PRUDENCIAL;1000080738;b1;S1;C;1;BRASILIA;DF;12/2019;1.293.491.424;693.724.208;1.243.091.941;1.064.374.550;50.399.483;11.129.609;96.095.699;18,96%;10,53%;3.375;766
BRADESCO - PRUDENCIAL;1000080075;b1;S1;C;2;OSASCO;SP;12/2019;1.132.482.047;453.399.111;998.696.360;812.712.511;133.785.687;10.728.225;125.275.405;16,50%;38,26%;4.507;1.455
SANTANDER - PRUDENCIAL;1000080185;b1;S1;C;3;SAO PAULO;SP;12/2019;855.589.775;352.138.188;783.278.019;537.264.714;72.311.756;7.552.066;71.565.469;15,00%;16,52%;2.757;1.909
BNDES - PRUDENCIAL;1000081847;b4;S2;C;1;RIO DE JANEIRO;RJ;12/2019;728.165.789;279.880.445;623.355.197;235.135.527;104.810.592;3.913.478;191.684.071;36,78%;4,35%;5;0
SAFRA - PRUDENCIAL;1000080109;b1;S2;C;2;SAO PAULO;SP;12/2019;172.817.820;76.442.202;160.933.446;138.151.496;11.884.374;1.170.800;16.809.993;13,95%;35,87%;120;5
BTG PACTUAL - PRUDENCIAL;1000080336;b1;S1;C;2;RIO DE JANEIRO;RJ;12/2019;161.969.621;29.479.130;140.636.430;84.612.439;21.333.190;2.181.717;21.867.256;14,94%;43,00%;17;0
VOTORANTIM - PRUDENCIAL;1000080484;b1;S2;C;2;SAO PAULO;SP;12/2019;96.808.315;55.348.482;86.923.832;67.835.120;9.884.484;681.622;9.975.245;15,10%;17,65%;94;0
CITIBANK - PRUDENCIAL;1000080192;b1;S2;C;3;SAO PAULO;SP;12/2019;92.190.446;13.654.919;82.678.961;47.157.322;9.511.485;827.124;9.128.665;17,14%;1,48%;127;10
CIELO - PRUDENCIAL;1000084710;n4;;C;2;BARUERI;SP;12/2019;91.579.715;70.823;78.444.089;7.641.925;13.135.626;714.905;NA;NA%;NA%;1;0
BANRISUL - PRUDENCIAL;1000080154;b1;S2;C;1;PORTO ALEGRE;RS;12/2019;81.604.245;36.182.670;73.810.140;62.875.715;7.794.105;689.070;6.438.996;15,07%;7,65%;522;136
BCO DO NORDESTE DO BRASIL S.A. - PRUDENCIAL;1000081593;b1;S2;I;1;FORTALEZA;CE;12/2019;58.630.771;10.938.682;53.203.366;16.328.842;5.427.405;991.908;8.265.588;14,42%;2,81%;296;2
SICREDI - PRUDENCIAL;1000080745;b1;S3;C;2;PORTO ALEGRE;RS;12/2019;56.428.819;11.913.925;55.123.812;51.108.232;1.305.007;66.082;1.361.463;14,69%;9,77%;7;0
BANCOOB - PRUDENCIAL;1000080879;b1;S3;C;2;BRASILIA;DF;12/2019;53.739.052;9.600.928;51.822.713;44.945.120;1.916.339;46.140;1.910.514;16,96%;10,22%;8;0
CREDIT SUISSE - PRUDENCIAL;1000080219;b1;S3;C;3;SAO PAULO;SP;12/2019;49.061.888;5.964.431;44.516.899;17.772.774;4.544.989;555.122;5.132.226;22,34%;1,68%;10;0
JP MORGAN CHASE - PRUDENCIAL;1000080116;b1;S3;C;3;SAO PAULO;SP;12/2019;45.729.064;2.783.886;40.244.378;29.378.219;5.484.686;487.429;5.433.264;19,34%;1,62%;11;0
BNP PARIBAS - PRUDENCIAL;1000080673;b1;S3;C;3;SAO PAULO;SP;12/2019;41.554.793;17.651.325;37.176.610;18.153.578;4.378.183;137.679;5.027.651;16,74%;1,56%;7;0
ING - PRUDENCIAL;1000080501;b1;S3;C;3;SAO PAULO;SP;12/2019;40.504.934;3.985.061;39.516.182;11.785.862;988.752;51.336;940.158;18,85%;0,83%;4;0
ABC-BRASIL - PRUDENCIAL;1000080312;b1;S3;C;3;SAO PAULO;SP;12/2019;36.257.309;17.199.332;32.216.576;24.738.464;4.040.732;276.121;5.387.009;16,89%;0,50%;13;0
BCO DAYCOVAL S.A - PRUDENCIAL;1000081744;b1;S3;C;2;SAO PAULO;SP;12/2019;35.560.143;24.605.896;31.864.984;27.229.743;3.695.159;641.498;3.823.450;14,12%;25,00%;47;0
PAN - PRUDENCIAL;1000080257;b1;S3;C;2;SAO PAULO;SP;12/2019;32.908.950;23.471.964;27.982.781;22.052.035;4.926.169;302.121;2.507.504;12,78%;17,39%;5;0
BCO RABOBANK INTL BRASIL S.A. - PRUDENCIAL;1000081555;b1;S3;I;3;SAO PAULO;SP;12/2019;32.165.765;22.062.929;28.638.300;23.135.664;3.527.465;179.129;5.084.805;17,15%;0,38%;19;0
XP INVESTIMENTOS CCTVM S/A - PRUDENCIAL;1000082475;b1;S4;C;2;RIO DE JANEIRO;RJ;12/2019;30.504.806;388;28.062.695;15.855.538;2.442.111;187.788;1.389.653;17,47%;10,23%;6;0
NU PAGAMENTOS - PRUDENCIAL;1000084693;n1;S4;C;2;SAO PAULO;SP;12/2019;25.944.074;12.386.188;24.942.243;11.641.586;1.001.831;-173.192;*;*%;*%;3;0
BANESTES - PRUDENCIAL;1000080147;b1;S3;C;1;VITORIA;ES;12/2019;23.560.288;4.241.587;21.951.925;21.034.619;1.608.362;104.745;1.542.977;14,02%;16,35%;120;39
BCO MUFG BRASIL S.A. - PRUDENCIAL;1000081713;b1;S3;I;3;SAO PAULO;SP;12/2019;23.511.546;1.530.013;22.249.716;6.123.823;1.261.830;1.645;1.239.138;24,19%;1,27%;2;0
MORGAN STANLEY - PRUDENCIAL;1000080628;b1;S3;C;3;SAO PAULO;SP;12/2019;22.223.506;1.147.403;18.747.697;10.221.517;3.475.809;198.729;3.282.616;22,45%;0,57%;4;0
VOLKSWAGEN - PRUDENCIAL;1000080202;b2;S3;C;3;SAO PAULO;SP;12/2019;21.224.318;18.257.865;18.597.229;13.242.431;2.627.089;340.508;3.352.242;18,16%;0,24%;3;0
CREDIT AGRICOLE - PRUDENCIAL;1000080491;b1;S3;C;3;SAO PAULO;SP;12/2019;21.219.997;2.236.323;19.557.597;4.103.568;1.662.400;44.512;1.548.340;27,92%;2,26%;5;0
BCO DA AMAZONIA S.A. - PRUDENCIAL;1000081249;b1;S3;I;1;BELEM;PA;12/2019;20.478.841;3.603.482;18.279.635;5.567.430;2.199.206;216.157;2.685.013;12,51%;5,60%;121;0
BOFA MERRILL LYNCH - PRUDENCIAL;1000080556;b1;S3;C;3;SAO PAULO;SP;12/2019;20.014.668;586.133;17.145.420;10.069.643;2.869.248;288.805;2.869.248;23,04%;2,10%;3;0
BMG - PRUDENCIAL;1000080178;b1;S3;C;2;SAO PAULO;SP;12/2019;18.962.274;11.481.928;14.883.227;11.702.024;4.079.047;237.824;2.931.945;22,53%;11,88%;38;0
CCB - PRUDENCIAL;1000080295;b1;S3;C;3;SAO PAULO;SP;12/2019;18.467.942;10.478.803;16.876.954;13.433.662;1.590.988;93.944;1.860.273;14,91%;1,96%;14;0
SOCIETE GENERALE - PRUDENCIAL;1000080264;b1;S3;C;3;SAO PAULO;SP;12/2019;17.525.751;1.596.874;16.079.206;3.440.394;1.446.546;-13.175;1.446.393;41,32%;0,36%;4;0
BRB - PRUDENCIAL;1000080288;b1;S3;C;1;BRASILIA;DF;12/2019;17.118.566;11.001.383;15.218.170;12.493.865;1.900.396;277.116;1.667.529;16,30%;11,62%;128;8
BD REGIONAL DO EXTREMO SUL - PRUDENCIAL;1000081311;b4;S3;C;1;PORTO ALEGRE;RS;12/2019;16.871.850;13.523.709;13.984.847;13.063.036;2.887.003;168.381;2.872.314;18,22%;1,37%;4;0
STONE PAGAMENTOS - PRUDENCIAL;1000084686;n1;S5;C;2;SAO PAULO;SP;12/2019;16.525.993;0;15.452.028;2.236.334;1.073.965;317.138;*;*%;*%;3;0
PAGSEGURO;1000084813;n4;;I;2;SAO PAULO;SP;12/2019;16.087.016;75.637;8.485.311;1.236.217;7.601.705;878.934;NA;NA%;NA%;1;0
ALFA - PRUDENCIAL;1000080570;b1;S3;C;2;SAO PAULO;SP;12/2019;14.151.840;8.172.184;11.605.277;10.614.508;2.546.564;84.615;2.502.336;20,06%;14,41%;45;2
GM - PRUDENCIAL;1000080848;b2;S3;C;3;SAO PAULO;SP;12/2019;13.600.025;10.832.315;11.035.289;7.911.821;2.564.736;261.436;2.425.760;22,86%;6,97%;3;0
MERCEDES-BENZ - PRUDENCIAL;1000080563;b2;S3;C;3;SAO PAULO;SP;12/2019;13.079.839;12.571.723;11.104.246;10.547.776;1.975.593;177.964;1.968.573;14,09%;0,50%;5;0
ORIGINAL;1000080903;b1;S3;C;2;SAO PAULO;SP;12/2019;12.852.477;7.191.766;10.577.624;9.598.928;2.274.853;-15.454;1.375.393;13,26%;9,67%;4;0
