Instituição;Código;TCB;SR;TD;TC;Cidade;UF;Data;Disponibilidades (a);Aplicações Interfinanceiras de Liquidez (b);TVM e Instrumentos Financeiros Derivativos (c);Operações de Crédito;;;Arrendamento Mercantil;;;;;Outros Créditos - Líquido de Provisão (f);Outros Ativos Realizáveis (g);Permanente Ajustado (h);Ativo Total Ajustado (i) = (a) + (b) + (c) + (d) + (e) + (f) + (g) + (h);Credores por Antecipação de Valor Residual (j);Ativo Total (k) = (i) - (j);
;;;;;;;;;;;;Operações de Crédito (d1);Provisão sobre Operações de Crédito (d2);Operações de Crédito Líquidas de Provisão (d);Arrendamento Mercantil a Receber (e1);Imobilizado de Arrendamento (e2);Credores por Antecipação de Valor Residual (e3);Provisão sobre Arrendamento Mercantil (e4);Arrendamento Mercantil Líquido de Provisão (e);;;;;;;
ITAU - PRUDENCIAL;1000080099;b1;S1;C;2;SAO PAULO;SP;03/2023;32.906.545;290.936.599;617.902.958;780.373.304;-52.015.090;728.358.214;7.892.882;248.348;86.862;-179.870;8.048.223;360.047.304;201.382.946;56.929.707;2.296.512.496;86.862;2.296.425.634
BB - PRUDENCIAL;1000080329;b1;S1;C;1;BRASILIA;DF;03/2023;24.988.202;457.376.665;430.751.806;814.821.107;-46.223.212;768.597.895;84.058;544.067;151.783;-4.178;775.730;250.998.173;116.779.294;42.851.683;2.093.119.447;151.783;2.092.967.664
CAIXA ECONÔMICA FEDERAL - PRUDENCIAL;1000080738;b1;S1;C;1;BRASILIA;DF;03/2023;11.756.535;147.898.786;245.786.926;1.024.095.373;-47.683.065;976.412.308;0;0;0;0;0;102.276.139;148.760.634;15.574.332;1.648.465.659;0;1.648.465.659
BRADESCO - PRUDENCIAL;1000080075;b1;S1;C;2;OSASCO;SP;03/2023;19.918.680;188.065.673;380.675.638;536.784.699;-53.618.794;483.165.905;59.510;5.871.216;2.276.060;-45.755;8.161.030;264.751.072;127.043.579;63.897.444;1.535.679.023;2.276.060;1.533.402.963
SANTANDER - PRUDENCIAL;1000080185;b1;S1;C;3;SAO PAULO;SP;03/2023;16.286.201;76.323.146;232.061.724;417.901.700;-35.162.034;382.739.666;1.898;5.234.732;2.341.417;-18.727;7.559.320;207.758.144;133.992.558;25.912.069;1.082.632.827;2.341.417;1.080.291.410
BNDES - PRUDENCIAL;1000081847;b4;S2;C;1;RIO DE JANEIRO;RJ;03/2023;291.267;43.638.777;149.589.149;299.935.192;-12.267.903;287.667.289;0;0;0;0;0;21.127.364;181.498.983;2.008.704;685.821.532;0;685.821.532
BTG PACTUAL - PRUDENCIAL;1000080336;b1;S1;C;2;RIO DE JANEIRO;RJ;03/2023;3.141.441;78.786.917;153.500.153;94.618.720;-4.313.397;90.305.323;0;0;0;0;0;92.578.377;19.815.011;18.179.539;456.306.762;0;456.306.762
SAFRA - PRUDENCIAL;1000080109;b1;S2;C;2;SAO PAULO;SP;03/2023;1.680.743;37.994.999;62.192.482;92.796.568;-3.973.506;88.823.062;5.093;2.222.626;620.096;-9.211;2.838.604;18.033.248;25.305.617;7.769.167;244.637.922;620.096;244.017.826
BCO COOPERATIVO SICREDI - PRUDENCIAL;1000080745;b1;S3;C;2;PORTO ALEGRE;RS;03/2023;721.073;31.578.337;36.658.827;22.329.366;-37.061;22.292.305;0;0;0;0;0;9.724.622;66.119.665;93.964;167.188.793;0;167.188.793
CITIBANK - PRUDENCIAL;1000080192;b1;S2;C;3;SAO PAULO;SP;03/2023;2.679.836;17.566.816;62.723.018;13.176.873;-88.476;13.088.396;-54;9.010;88;-617;8.427;43.910.494;19.757.360;520.790;160.255.138;88;160.255.050
