Instituição;Código;TCB;SR;TD;TC;Cidade;UF;Data;Disponibilidades (a);Aplicações Interfinanceiras de Liquidez (b);TVM e Instrumentos Financeiros Derivativos (c);Operações de Crédito;;;Arrendamento Mercantil;;;;;Outros Créditos - Líquido de Provisão (f);Outros Ativos Realizáveis (g);Permanente Ajustado (h);Ativo Total Ajustado (i) = (a) + (b) + (c) + (d) + (e) + (f) + (g) + (h);Credores por Antecipação de Valor Residual (j);Ativo Total (k) = (i) - (j);
;;;;;;;;;;;;Operações de Crédito (d1);Provisão sobre Operações de Crédito (d2);Operações de Crédito Líquidas de Provisão (d);Arrendamento Mercantil a Receber (e1);Imobilizado de Arrendamento (e2);Credores por Antecipação de Valor Residual (e3);Provisão sobre Arrendamento Mercantil (e4);Arrendamento Mercantil Líquido de Provisão (e);;;;;;;
ITAU - PRUDENCIAL;1000080099;b1;S1;C;2;SAO PAULO;SP;06/2020;43.258.879;357.597.747;422.186.920;581.318.296;-46.115.572;535.202.725;8.801.748;492.999;342.035;-374.836;9.261.946;307.902.037;130.345.780;60.079.913;1.865.835.946;342.035;1.865.493.912
BB - PRUDENCIAL;1000080329;b1;S1;C;1;BRASILIA;DF;06/2020;22.855.877;524.679.284;267.224.195;604.795.422;-39.570.590;565.224.832;25.106;232.578;77.801;-3.242;332.243;202.262.953;78.390.023;33.487.907;1.694.457.313;77.801;1.694.379.512
CAIXA ECONÔMICA FEDERAL - PRUDENCIAL;1000080738;b1;S1;C;1;BRASILIA;DF;06/2020;16.241.848;243.578.260;258.325.983;712.138.928;-33.397.716;678.741.211;0;0;0;0;0;87.292.916;131.146.578;14.926.059;1.430.252.855;0;1.430.252.855
BRADESCO - PRUDENCIAL;1000080075;b1;S1;C;2;OSASCO;SP;06/2020;21.541.620;155.491.524;342.146.853;421.558.639;-40.596.242;380.962.397;50.401;4.317.615;1.385.097;-107.870;5.645.243;224.768.677;93.026.879;68.785.050;1.292.368.243;1.385.097;1.290.983.146
SANTANDER - PRUDENCIAL;1000080185;b1;S1;C;3;SAO PAULO;SP;06/2020;22.652.249;49.260.847;246.075.841;320.287.756;-23.949.220;296.338.536;11.247;4.777.809;2.190.374;-41.271;6.938.160;264.758.910;83.111.169;19.111.589;988.247.301;2.190.374;986.056.926
BNDES - PRUDENCIAL;1000081847;b4;S2;C;1;RIO DE JANEIRO;RJ;06/2020;7.710;117.898.845;137.026.863;294.361.645;-16.871.787;277.489.858;0;0;0;0;0;38.265.413;168.201.483;8.982.173;747.872.346;0;747.872.346
BTG PACTUAL - PRUDENCIAL;1000080336;b1;S1;C;2;RIO DE JANEIRO;RJ;06/2020;3.667.214;61.794.762;45.218.758;37.675.045;-1.682.910;35.992.135;0;0;0;0;0;68.312.031;2.685.360;10.732.066;228.402.326;0;228.402.326
SAFRA - PRUDENCIAL;1000080109;b1;S2;C;2;SAO PAULO;SP;06/2020;1.646.726;59.808.836;44.080.672;69.822.176;-3.023.871;66.798.306;2.495;1.337.119;414.261;-7.332;1.746.544;12.134.889;12.701.802;6.557.016;205.474.790;414.261;205.060.529
VOTORANTIM - PRUDENCIAL;1000080484;b1;S2;C;2;SAO PAULO;SP;06/2020;480.626;9.484.704;46.543.693;51.569.136;-3.819.830;47.749.306;3;84.098;2.492;-1.807;84.786;13.225.468;1.596.298;2.386.949;121.551.831;2.492;121.549.339
CITIBANK - PRUDENCIAL;1000080192;b1;S2;C;3;SAO PAULO;SP;06/2020;901.766;24.200.986;41.157.401;12.977.670;-264.396;12.713.273;-234;71.120;19.256;-478;89.664;30.636.315;2.824.692;291.037;112.815.136;19.256;112.795.880
BANRISUL - PRUDENCIAL;1000080154;b1;S2;C;1;PORTO ALEGRE;RS;06/2020;1.132.126;8.682.083;27.330.606;33.203.826;-2.751.017;30.452.809;169;60.784;34.826;-5.943;89.835;7.266.974;10.257.372;1.461.225;86.673.031;34.826;86.638.205
JP MORGAN CHASE - PRUDENCIAL;1000080116;b1;S3;C;3;SAO PAULO;SP;06/2020;45.735;41.737.893;19.840.500;2.235.473;-13.080;2.222.394;0;0;0;0;0;12.774.641;7.604;91.278;76.720.044;0;76.720.044
CIELO - PRUDENCIAL;1000084710;n4;;C;2;BARUERI;SP;06/2020;415.293;305.719;6.563.336;58.171;-17.473;40.698;0;0;0;0;0;4.066.884;53.686.551;11.207.148;76.285.630;0;76.285.630
SICREDI - PRUDENCIAL;1000080745;b1;S3;C;2;PORTO ALEGRE;RS;06/2020;264.914;13.930.585;20.034.491;12.264.244;-8.834;12.255.411;0;0;0;0;0;2.947.874;21.679.061;137.201;71.249.535;0;71.249.535
BNP PARIBAS - PRUDENCIAL;1000080673;b1;S3;C;3;SAO PAULO;SP;06/2020;182.710;3.354.879;17.469.739;9.761.548;-578.192;9.183.355;0;0;0;0;0;37.774.102;172.838;167.228;68.304.851;0;68.304.851
BANCOOB - PRUDENCIAL;1000080879;b1;S3;C;2;BRASILIA;DF;06/2020;29.740;25.437.132;16.827.684;5.994.116;-115.714;5.878.402;0;0;0;0;0;4.440.958;14.440.314;205.575;67.259.806;0;67.259.806
BCO DO NORDESTE DO BRASIL S.A. - PRUDENCIAL;1000081593;b1;S2;I;1;FORTALEZA;CE;06/2020;179.774;3.275.270;39.905.451;10.080.654;-546.804;9.533.850;0;0;0;0;0;5.034.657;855.483;235.186;59.019.670;0;59.019.670
ING - PRUDENCIAL;1000080501;b1;S3;C;3;SAO PAULO;SP;06/2020;5.343;10.985.295;2.837.693;963.590;-6.557;957.034;0;0;0;0;0;43.068.099;1.474;8.099;57.863.036;0;57.863.036
CREDIT AGRICOLE - PRUDENCIAL;1000080491;b1;S3;C;3;SAO PAULO;SP;06/2020;3.082;4.227.647;3.999.273;2.605.062;0;2.605.062;0;0;0;0;0;46.638.794;4.233;35.759;57.513.850;0;57.513.850
CREDIT SUISSE - PRUDENCIAL;1000080219;b1;S3;C;3;SAO PAULO;SP;06/2020;534.548;18.969.276;11.417.387;7.606.107;-150.391;7.455.715;0;0;0;0;0;17.964.936;4.315;133.190;56.479.368;0;56.479.368
BCO RABOBANK INTL BRASIL S.A. - PRUDENCIAL;1000081555;b1;S3;I;3;SAO PAULO;SP;06/2020;219.458;4.825.442;7.787.586;24.129.946;-927.016;23.202.931;0;0;0;0;0;16.033.167;48.815;25.826;52.143.225;0;52.143.225
ABC-BRASIL - PRUDENCIAL;1000080312;b1;S3;C;3;SAO PAULO;SP;06/2020;635.624;6.918.924;13.146.576;15.378.989;-288.339;15.090.649;0;0;0;0;0;12.770.373;461.468;83.082;49.106.696;0;49.106.696
XP INVESTIMENTOS CCTVM S/A - PRUDENCIAL;1000082475;b1;S3;C;2;RIO DE JANEIRO;RJ;06/2020;317.173;6.041.121;30.933.939;379.398;-1.965;377.432;0;0;0;0;0;2.918.069;154.904;535.945;41.278.584;0;41.278.584
BCO DAYCOVAL S.A - PRUDENCIAL;1000081744;b1;S3;C;2;SAO PAULO;SP;06/2020;222.727;7.819.148;4.441.458;17.554.706;-1.253.710;16.300.996;20.368;1.350.416;208.773;-15.707;1.563.850;9.593.348;238.443;1.034.568;41.214.537;208.773;41.005.765
PAN - PRUDENCIAL;1000080257;b1;S3;C;2;SAO PAULO;SP;06/2020;4.770;881.998;2.218.450;23.584.624;-1.691.994;21.892.630;0;0;0;0;0;7.482.661;392.278;596.576;33.469.364;0;33.469.364
