Instituição;Código;TCB;SR;TD;TC;Cidade;UF;Data;Disponibilidades (a);Aplicações Interfinanceiras de Liquidez (b);TVM e Instrumentos Financeiros Derivativos (c);Operações de Crédito;;;Arrendamento Mercantil;;;;;Outros Créditos - Líquido de Provisão (f);Outros Ativos Realizáveis (g);Permanente Ajustado (h);Ativo Total Ajustado (i) = (a) + (b) + (c) + (d) + (e) + (f) + (g) + (h);Credores por Antecipação de Valor Residual (j);Ativo Total (k) = (i) - (j);
;;;;;;;;;;;;Operações de Crédito (d1);Provisão sobre Operações de Crédito (d2);Operações de Crédito Líquidas de Provisão (d);Arrendamento Mercantil a Receber (e1);Imobilizado de Arrendamento (e2);Credores por Antecipação de Valor Residual (e3);Provisão sobre Arrendamento Mercantil (e4);Arrendamento Mercantil Líquido de Provisão (e);;;;;;;
ITAU - PRUDENCIAL;1000080099;b1;S1;C;2;SAO PAULO;SP;12/2023;31.954.200;283.430.087;703.022.971;741.246.129;-49.522.419;691.723.710;7.458.335;311.611;93.440;-176.706;7.686.679;402.453.109;234.233.286;62.536.135;2.417.040.178;93.440;2.416.946.738
BB - PRUDENCIAL;1000080329;b1;S1;C;1;BRASILIA;DF;12/2023;17.287.377;431.934.534;467.113.226;874.795.418;-53.551.011;821.244.406;43.907;655.555;204.614;-3.841;900.235;252.687.279;117.301.798;44.273.989;2.152.742.845;204.614;2.152.538.231
CAIXA ECONÔMICA FEDERAL - PRUDENCIAL;1000080738;b1;S1;C;1;BRASILIA;DF;12/2023;10.385.054;180.978.966;279.495.297;1.106.358.666;-48.966.694;1.057.391.972;0;0;0;0;0;111.062.538;170.962.789;16.686.243;1.826.962.859;0;1.826.962.859
BRADESCO - PRUDENCIAL;1000080075;b1;S1;C;2;OSASCO;SP;12/2023;16.491.372;204.552.181;415.766.113;527.324.318;-50.225.064;477.099.255;104.374;7.084.245;2.794.246;-46.144;9.936.720;253.412.876;159.173.213;69.733.692;1.606.165.420;2.794.246;1.603.371.175
SANTANDER - PRUDENCIAL;1000080185;b1;S1;C;3;SAO PAULO;SP;12/2023;10.323.277;113.875.881;269.712.094;427.827.294;-31.619.068;396.208.226;1.315;5.532.441;2.370.737;-12.713;7.891.781;222.634.814;144.907.651;25.400.185;1.190.953.909;2.370.737;1.188.583.172
BNDES - PRUDENCIAL;1000081847;b4;S2;C;1;RIO DE JANEIRO;RJ;12/2023;14.309;37.625.478;182.608.154;307.353.925;-10.031.761;297.322.164;0;0;0;0;0;19.481.997;193.439.961;2.007.125;732.499.188;0;732.499.188
BTG PACTUAL - PRUDENCIAL;1000080336;b1;S1;C;2;RIO DE JANEIRO;RJ;12/2023;2.378.736;74.356.139;184.466.731;105.659.577;-3.843.324;101.816.253;0;0;0;0;0;69.371.908;31.110.868;18.447.800;481.948.436;0;481.948.436
SAFRA - PRUDENCIAL;1000080109;b1;S2;C;2;SAO PAULO;SP;12/2023;3.157.061;18.032.503;97.926.614;104.231.362;-4.724.962;99.506.400;8.092;3.002.856;940.663;-14.537;3.937.073;27.341.563;30.330.941;9.090.686;289.322.842;940.663;288.382.179
NU PAGAMENTOS - PRUDENCIAL;1000084693;n1;S3;C;2;SAO PAULO;SP;12/2023;152.117;298;39.266.729;37.951.859;-6.176.046;31.775.813;0;0;0;0;0;50.183.253;66.666.253;1.992.920;190.037.384;0;190.037.384
XP INVESTIMENTOS CCTVM S/A - PRUDENCIAL;1000082475;b1;S3;C;2;RIO DE JANEIRO;RJ;12/2023;1.628.035;17.645.633;106.811.192;21.499.336;-225.511;21.273.825;0;0;0;0;0;28.063.463;7.837.638;3.725.312;186.985.098;0;186.985.098
CITIBANK - PRUDENCIAL;1000080192;b1;S2;C;3;SAO PAULO;SP;12/2023;4.316.284;34.491.121;64.159.039;16.274.698;-139.345;16.135.353;24;2.608;20;-229;2.423;44.707.469;14.252.123;601.845;178.665.658;20;178.665.637
BCO COOPERATIVO SICREDI - PRUDENCIAL;1000080745;b1;S3;C;2;PORTO ALEGRE;RS;12/2023;710.466;11.928.283;34.290.424;27.842.154;-16.414;27.825.741;0;0;0;0;0;12.260.732;77.193.628;95.464;164.304.738;0;164.304.738
