Instituição;Código;TCB;SR;TD;TC;Cidade;UF;Data;Ativo Total;Carteira de Crédito Classificada;Passivo Circulante e Exigível a Longo Prazo e Resultados de Exercícios Futuros;Captações;Patrimônio Líquido;Lucro Líquido;Patrimônio de Referência para Comparação com o RWA;Índice de Basileia;Índice de Imobilização;Número de Agências;Número de Postos de Atendimento;
BB - PRUDENCIAL;1000080329;b1;S1;C;1;BRASILIA;DF;06/2019;1.541.886.922;626.286.782;1.450.228.317;1.218.142.349;91.658.605;8.219.396;130.173.191;18,57%;14,19%;4.727;1.068
ITAU - PRUDENCIAL;1000080099;b1;S1;C;2;SAO PAULO;SP;06/2019;1.473.837.123;552.910.782;1.335.621.860;984.420.583;138.215.263;13.654.578;138.267.098;16,32%;27,70%;3.299;908
CAIXA ECONÔMICA FEDERAL - PRUDENCIAL;1000080738;b1;S1;C;1;BRASILIA;DF;06/2019;1.314.237.300;682.444.756;1.266.396.593;1.076.448.012;47.840.707;7.533.504;104.241.809;20,29%;10,23%;3.376;774
BRADESCO - PRUDENCIAL;1000080075;b1;S1;C;2;OSASCO;SP;06/2019;1.123.293.885;427.351.722;989.580.986;775.778.297;133.712.899;11.869.929;130.807.567;18,64%;34,39%;4.632;1.424
SANTANDER - PRUDENCIAL;1000080185;b1;S1;C;3;SAO PAULO;SP;06/2019;832.962.661;317.705.953;759.841.496;519.711.313;73.121.165;6.907.672;72.410.973;16,20%;10,61%;2.725;1.368
BNDES - PRUDENCIAL;1000081847;b4;S2;C;1;RIO DE JANEIRO;RJ;06/2019;799.345.295;295.597.786;699.726.966;325.629.460;99.618.328;13.807.584;185.125.094;34,09%;4,30%;5;0
SAFRA - PRUDENCIAL;1000080109;b1;S2;C;2;SAO PAULO;SP;06/2019;172.197.732;70.262.935;159.755.147;139.447.450;12.442.585;1.040.402;16.750.909;15,34%;31,97%;118;5
BTG PACTUAL - PRUDENCIAL;1000080336;b1;S1;C;2;RIO DE JANEIRO;RJ;06/2019;171.309.195;23.070.139;150.928.948;88.933.396;20.380.247;1.646.595;19.143.210;14,75%;37,75%;14;0
VOTORANTIM - PRUDENCIAL;1000080484;b1;S2;C;2;SAO PAULO;SP;06/2019;93.662.145;52.155.049;83.918.100;63.891.127;9.744.045;687.948;9.808.365;15,85%;20,53%;93;0
JP MORGAN CHASE - PRUDENCIAL;1000080116;b1;S3;C;3;SAO PAULO;SP;06/2019;90.730.359;2.245.410;85.713.849;28.105.447;5.016.510;146.633;4.916.341;17,54%;1,93%;11;0
CIELO - PRUDENCIAL;1000084710;n4;;C;2;BARUERI;SP;06/2019;86.254.162;0;73.465.854;9.064.148;12.788.308;1.068.583;NA;NA%;NA%;0;0
BANRISUL - PRUDENCIAL;1000080154;b1;S2;C;1;PORTO ALEGRE;RS;06/2019;79.529.182;34.237.212;72.006.938;61.089.862;7.522.244;655.348;6.478.944;15,79%;6,47%;523;141
CITIBANK - PRUDENCIAL;1000080192;b1;S2;C;3;SAO PAULO;SP;06/2019;78.811.236;10.738.256;69.646.656;38.638.254;9.164.581;705.902;8.927.036;17,22%;1,44%;133;22
BCO DO NORDESTE DO BRASIL S.A. - PRUDENCIAL;1000081593;b1;S2;I;1;FORTALEZA;CE;06/2019;59.679.411;10.549.801;54.951.629;16.709.874;4.727.782;744.777;8.295.967;16,13%;2,74%;296;2
BANCOOB - PRUDENCIAL;1000080879;b1;S3;C;2;BRASILIA;DF;06/2019;51.452.752;8.219.342;49.582.473;42.245.254;1.870.279;81.822;1.863.178;17,17%;9,58%;7;0
SICREDI - PRUDENCIAL;1000080745;b1;S3;C;2;PORTO ALEGRE;RS;06/2019;46.443.369;10.782.776;45.200.444;41.963.887;1.242.926;27.689;1.394.390;17,62%;9,25%;7;0
CREDIT SUISSE - PRUDENCIAL;1000080219;b1;S3;C;3;SAO PAULO;SP;06/2019;42.357.500;3.653.695;38.288.778;14.278.810;4.068.722;384.080;5.203.816;27,04%;1,52%;10;0
BNP PARIBAS - PRUDENCIAL;1000080673;b1;S3;C;3;SAO PAULO;SP;06/2019;41.868.505;16.785.233;37.621.671;19.174.917;4.246.835;212.659;4.838.383;15,71%;1,65%;7;0
