Instituição;Código;TCB;SR;TD;TC;Cidade;UF;Data;Ativo Total;Carteira de Crédito Classificada;Passivo Circulante e Exigível a Longo Prazo e Resultados de Exercícios Futuros;Captações;Patrimônio Líquido;Lucro Líquido;Patrimônio de Referência para Comparação com o RWA;Índice de Basileia;Índice de Imobilização;Número de Agências;Número de Postos de Atendimento;
ITAU - PRUDENCIAL;1000080099;b1;S1;C;2;SAO PAULO;SP;06/2021;1.844.214.223;724.712.112;1.697.583.494;1.257.466.309;146.630.729;13.746.909;156.561.395;14,93%;17,95%;2.908;872
BB - PRUDENCIAL;1000080329;b1;S1;C;1;BRASILIA;DF;06/2021;1.843.756.573;705.936.999;1.708.152.384;1.454.110.077;135.604.189;9.808.931;163.153.192;19,65%;14,28%;3.988;722
CAIXA ECONÔMICA FEDERAL - PRUDENCIAL;1000080738;b1;S1;C;1;BRASILIA;DF;06/2021;1.461.361.686;819.004.200;1.387.141.240;1.202.650.793;74.220.446;10.258.127;116.780.192;20,09%;13,32%;3.374;843
BRADESCO - PRUDENCIAL;1000080075;b1;S1;C;2;OSASCO;SP;06/2021;1.387.506.720;545.449.408;1.240.999.888;1.005.552.216;146.506.832;12.139.219;141.107.914;15,95%;29,62%;3.276;1.452
SANTANDER - PRUDENCIAL;1000080185;b1;S1;C;3;SAO PAULO;SP;06/2021;955.210.520;438.286.978;871.258.102;677.438.207;83.952.418;7.223.196;85.688.163;14,71%;15,22%;2.650;1.940
BNDES - PRUDENCIAL;1000081847;b4;S2;C;1;RIO DE JANEIRO;RJ;06/2021;728.459.865;292.381.708;606.153.829;211.811.792;122.306.036;15.116.080;185.450.936;38,51%;5,82%;5;0
BTG PACTUAL - PRUDENCIAL;1000080336;b1;S1;C;2;RIO DE JANEIRO;RJ;06/2021;331.074.330;90.906.195;294.457.346;225.951.621;36.616.985;2.854.893;35.146.325;16,75%;32,69%;38;0
SAFRA - PRUDENCIAL;1000080109;b1;S2;C;2;SAO PAULO;SP;06/2021;226.983.332;94.319.701;212.407.503;178.622.069;14.575.830;1.128.158;20.077.966;14,37%;33,45%;120;4
VOTORANTIM - PRUDENCIAL;1000080484;b1;S2;C;2;SAO PAULO;SP;06/2021;118.846.848;62.579.475;107.326.289;83.762.031;11.520.559;823.767;11.653.023;15,25%;17,89%;9;28
CITIBANK - PRUDENCIAL;1000080192;b1;S2;C;3;SAO PAULO;SP;06/2021;115.891.424;24.976.213;105.298.849;55.581.351;10.592.575;617.314;10.376.755;16,42%;2,30%;89;8
BANRISUL - PRUDENCIAL;1000080154;b1;S2;C;1;PORTO ALEGRE;RS;06/2021;98.102.637;36.640.135;89.448.536;74.964.837;8.654.101;544.161;6.697.102;14,77%;10,89%;520;127
JP MORGAN CHASE - PRUDENCIAL;1000080116;b1;S3;C;3;SAO PAULO;SP;06/2021;96.146.154;4.144.652;89.728.268;53.111.602;6.417.886;466.618;6.361.036;13,76%;1,26%;9;0
CIELO IP - PRUDENCIAL;1000084710;n4;;C;2;BARUERI;SP;06/2021;91.687.687;60.193;78.726.129;6.862.839;12.961.558;486.679;NA;NA%;NA%;1;0
XP INVESTIMENTOS CCTVM S/A - PRUDENCIAL;1000082475;b1;S3;C;2;RIO DE JANEIRO;RJ;06/2021;77.984.036;7.972.404;73.681.082;35.239.341;4.302.954;194.269;2.898.900;14,64%;4,29%;6;0
BCO COOPERATIVO SICREDI - PRUDENCIAL;1000080745;b1;S3;C;2;PORTO ALEGRE;RS;06/2021;74.433.270;15.175.857;72.600.223;66.252.406;1.833.047;29.256;1.767.408;13,14%;5,57%;7;0
BANCOOB - PRUDENCIAL;1000080879;b1;S3;C;2;BRASILIA;DF;06/2021;71.055.776;13.522.886;68.931.555;57.725.330;2.124.221;117.632;2.108.180;13,68%;12,44%;8;0
BCO DO NORDESTE DO BRASIL S.A. - PRUDENCIAL;1000081593;b1;S2;I;1;FORTALEZA;CE;06/2021;62.807.676;14.149.480;55.867.726;22.910.126;6.939.950;710.423;9.359.736;13,60%;2,68%;296;2
NU PAGAMENTOS - PRUDENCIAL;1000084693;n1;;C;2;SAO PAULO;SP;06/2021;61.578.004;22.971.968;58.338.062;36.955.700;3.239.942;76.294;*;*%;*%;5;0
BCO DAYCOVAL S.A - PRUDENCIAL;1000081744;b1;S3;C;2;SAO PAULO;SP;06/2021;54.255.811;35.726.479;49.102.177;41.928.069;5.153.634;733.338;5.600.293;13,90%;18,43%;50;0
BNP PARIBAS - PRUDENCIAL;1000080673;b1;S3;C;3;SAO PAULO;SP;06/2021;53.736.018;15.168.055;49.245.739;23.064.925;4.490.279;28.115;5.063.666;13,06%;1,80%;7;0
CREDIT AGRICOLE - PRUDENCIAL;1000080491;b1;S3;C;3;SAO PAULO;SP;06/2021;52.780.800;4.164.904;50.427.025;11.112.878;2.353.776;-26.276;2.347.107;22,04%;0,62%;5;0
BCO RABOBANK INTL BRASIL S.A. - PRUDENCIAL;1000081555;b1;S3;I;3;SAO PAULO;SP;06/2021;48.266.579;25.882.496;43.766.499;29.452.824;4.500.080;284.857;5.978.126;16,61%;0,32%;19;0
ABC-BRASIL - PRUDENCIAL;1000080312;b1;S3;C;3;SAO PAULO;SP;06/2021;43.422.143;20.647.557;38.962.973;30.394.247;4.459.170;258.746;5.481.870;15,89%;0,50%;13;0
CREDIT SUISSE - PRUDENCIAL;1000080219;b1;S3;C;3;SAO PAULO;SP;06/2021;42.718.577;13.104.968;36.733.326;22.231.330;5.985.251;224.929;4.661.491;13,46%;4,30%;10;0
BOFA MERRILL LYNCH - PRUDENCIAL;1000080556;b1;S3;C;3;SAO PAULO;SP;06/2021;35.501.012;1.125.169;32.017.298;15.168.007;3.483.714;251.884;3.483.714;21,30%;1,12%;3;0
BANESTES - PRUDENCIAL;1000080147;b1;S3;C;1;VITORIA;ES;06/2021;32.311.186;5.803.570;30.526.364;29.347.664;1.784.822;114.193;1.651.192;15,51%;11,52%;109;48
BMG - PRUDENCIAL;1000080178;b1;S3;C;2;SAO PAULO;SP;06/2021;30.378.085;14.498.346;26.185.885;23.547.613;4.192.200;181.916;2.929.164;16,51%;49,48%;37;0
