Instituição financeira;Código;TCB;SR;TD;TC;Cidade;UF;Data;Disponibilidades (a);Aplicações Interfinanceiras de Liquidez (b);TVM e Instrumentos Financeiros Derivativos (c);Operações de Crédito;;;Arrendamento Mercantil;;;;;Outros Créditos - Líquido de Provisão (f);Outros Ativos Realizáveis (g);Permanente Ajustado (h);Ativo Total Ajustado (i) = (a) + (b) + (c) + (d) + (e) + (f) + (g) + (h);Credores por Antecipação de Valor Residual (j);Ativo Total (k) = (i) - (j);
;;;;;;;;;;;;Operações de Crédito (d1);Provisão sobre Operações de Crédito (d2);Operações de Crédito Líquidas de Provisão (d);Arrendamento Mercantil a Receber (e1);Imobilizado de Arrendamento (e2);Credores por Antecipação de Valor Residual (e3);Provisão sobre Arrendamento Mercantil (e4);Arrendamento Mercantil Líquido de Provisão (e);;;;;;;
ITAU;10069;b1;S1;C;2;SAO PAULO;SP;09/2020;46.426.966;377.752.105;454.211.570;604.550.875;-47.732.407;556.818.468;8.978.483;421.273;246.101;-378.270;9.267.588;304.901.055;109.631.425;106.474.011;1.965.483.188;246.101;1.965.237.087
BB;49906;b1;S1;C;1;BRASILIA;DF;09/2020;19.407.082;595.915.962;255.177.592;614.183.495;-40.203.917;573.979.578;20.833;237.982;86.549;-4.173;341.192;200.315.342;74.603.214;35.712.693;1.755.452.656;86.549;1.755.366.107
CAIXA ECONOMICA FEDERAL;360305;b1;S1;I;1;BRASILIA;DF;09/2020;20.390.703;270.265.660;243.253.036;747.092.197;-33.273.446;713.818.752;0;0;0;0;0;88.786.610;122.092.359;13.865.656;1.472.472.775;0;1.472.472.775
BRADESCO;10045;b1;S1;C;2;OSASCO;SP;09/2020;25.404.123;220.234.018;352.022.587;432.576.874;-41.927.323;390.649.552;46.014;3.977.869;1.252.367;-57.630;5.218.620;223.537.994;91.822.319;93.558.130;1.402.447.343;1.252.367;1.401.194.976
SANTANDER;30379;b1;S1;C;3;SAO PAULO;SP;09/2020;15.300.859;59.642.363;264.896.603;332.877.769;-23.307.668;309.570.101;8.984;4.590.007;2.147.389;-35.357;6.711.024;239.968.284;75.435.684;22.870.582;994.395.500;2.147.389;992.248.111
BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCIAL;33657248;b4;S2;I;1;RIO DE JANEIRO;RJ;09/2020;211.249;125.884.887;78.520.056;277.401.432;-15.205.974;262.195.458;0;0;0;0;0;24.557.773;178.132.889;110.661.504;780.163.816;0;780.163.816
BTG PACTUAL;49944;b1;S1;C;2;RIO DE JANEIRO;RJ;09/2020;2.338.281;69.993.655;95.886.963;45.243.810;-1.728.961;43.514.849;0;0;0;0;0;56.622.496;4.269.816;12.467.057;285.093.116;0;285.093.116
SAFRA;10083;b1;S2;C;2;SAO PAULO;SP;09/2020;2.064.101;20.889.485;60.034.230;76.271.489;-3.089.060;73.182.429;2.644;1.434.000;425.232;-6.411;1.855.466;14.785.412;15.137.242;6.732.747;194.681.112;425.232;194.255.880
VOTORANTIM;51011;b1;S2;C;2;SAO PAULO;SP;09/2020;323.024;11.035.673;40.062.569;51.982.645;-4.004.450;47.978.195;6;83.771;3.019;-1.619;85.178;18.460.491;1.109.713;2.275.342;121.330.184;3.019;121.327.165
JP MORGAN CHASE;20107;b1;S3;C;3;SAO PAULO;SP;09/2020;158.102;64.065.032;30.218.033;2.728.335;-28.458;2.699.877;0;0;0;0;0;19.308.920;9.160;87.993;116.547.116;0;116.547.116
CITIBANK;30403;b1;S2;C;3;SAO PAULO;SP;09/2020;1.277.565;19.640.543;46.359.039;13.684.242;-286.911;13.397.331;-216;71.449;19.424;-463;90.195;30.316.074;3.250.700;302.430;114.633.875;19.424;114.614.451
BANRISUL;30173;b1;S2;C;1;PORTO ALEGRE;RS;09/2020;1.374.852;5.945.058;32.040.497;33.567.407;-2.605.365;30.962.043;189;55.178;33.861;-7.223;82.005;7.424.347;9.260.937;2.953.818;90.043.556;33.861;90.009.695
BANCO COOPERATIVO SICREDI S.A.;1181521;b1;S3;I;2;PORTO ALEGRE;RS;09/2020;273.746;8.871.282;31.781.775;13.456.711;-9.763;13.446.948;0;0;0;0;0;3.399.960;26.227.151;218.622;84.219.484;0;84.219.484
CREDIT SUISSE;30771;b1;S3;C;3;SAO PAULO;SP;09/2020;28.970;17.315.915;15.968.947;10.386.073;-173.965;10.212.109;0;0;0;0;0;39.063.811;4.063;154.939;82.748.755;0;82.748.755
BNP PARIBAS;51516;b1;S3;C;3;SAO PAULO;SP;09/2020;161.382;3.070.420;21.960.816;11.052.742;-552.033;10.500.709;0;0;0;0;0;44.124.132;212.490;301.354;80.331.304;0;80.331.304
BANCOOB;51750;b1;S3;C;2;BRASILIA;DF;09/2020;41.935;36.870.676;14.867.151;6.213.931;-120.111;6.093.820;0;0;0;0;0;5.419.506;15.958.549;305.938;79.557.575;0;79.557.575
CIELO S.A.;1027058;n4;;I;2;BARUERI;SP;09/2020;21.946;0;3.738.030;0;0;0;0;0;0;0;0;3.260.965;61.229.358;10.367.465;78.617.764;0;78.617.764
XP;52120;b1;S3;C;2;RIO DE JANEIRO;RJ;09/2020;143.236;36.018.457;24.461.859;1.368.392;-6.977;1.361.415;0;0;0;0;0;2.898.426;785.120;592.497;66.261.012;0;66.261.012
REDECARD S.A.;1425787;n4;S1;I;2;SAO PAULO;SP;09/2020;348.582;9.049.801;374.012;0;0;0;0;0;0;0;0;554.229;52.657.917;1.441.475;64.426.016;0;64.426.016
CREDIT AGRICOLE;51066;b1;S3;C;3;SAO PAULO;SP;09/2020;33.025;5.793.541;4.046.456;2.741.238;0;2.741.238;0;0;0;0;0;51.271.800;3.478;35.987;63.925.524;0;63.925.524
ING;51073;b1;S3;C;3;SAO PAULO;SP;09/2020;5.385;10.799.155;2.295.593;874.737;-3.893;870.844;0;0;0;0;0;45.524.509;1.425;7.885;59.504.796;0;59.504.796
BANCO DO NORDESTE DO BRASIL S.A.;7237373;b1;S2;I;1;FORTALEZA;CE;09/2020;137.942;3.136.200;38.210.990;10.388.854;-506.115;9.882.739;0;0;0;0;0;5.067.021;1.002.167;231.821;57.668.881;0;57.668.881
BANCO RABOBANK INTERNATIONAL BRASIL S.A.;1023570;b1;S3;I;3;SAO PAULO;SP;09/2020;275.226;5.995.751;7.833.104;23.784.916;-1.018.583;22.766.334;0;0;0;0;0;16.090.952;48.897;27.755;53.038.019;0;53.038.019
ABC-BRASIL;41856;b1;S3;C;3;SAO PAULO;SP;09/2020;670.993;6.756.612;12.164.371;16.630.688;-314.192;16.316.496;0;0;0;0;0;8.855.950;473.395;303.351;45.541.168;0;45.541.168
DAYCOVAL;51987;b1;S3;C;2;SAO PAULO;SP;09/2020;252.160;5.529.400;5.658.928;22.276.154;-1.324.498;20.951.656;3.262;1.365.662;223.054;-14.506;1.577.471;9.843.698;301.189;983.801;45.098.303;223.054;44.875.250
BANCO MUFG BRASIL S.A.;60498557;b1;S3;I;3;SAO PAULO;SP;09/2020;39.394;6.217.197;4.287.517;1.688.409;-1.697;1.686.712;0;0;0;0;0;25.153.683;14.803;32.902;37.432.209;0;37.432.209
BANESTES;30159;b1;S3;C;1;VITORIA;ES;09/2020;344.542;18.069.880;10.592.263;4.550.279;-281.667;4.268.613;0;9.251;6.770;-12;16.009;974.335;879.534;333.652;35.478.827;6.770;35.472.057
PAN;31323;b1;S3;C;2;SAO PAULO;SP;09/2020;3.209;1.464.996;2.300.140;24.104.009;-1.707.354;22.396.655;0;0;0;0;0;7.831.826;379.992;885.062;35.261.880;0;35.261.880
GETNET ADQUIRÊNCIA E SERVIÇOS PARA MEIOS DE PAGAMENTO S.A.;10440482;n4;S1;I;3;SAO PAULO;SP;09/2020;77.767;0;1.384.084;0;0;0;0;0;0;0;0;1.483.246;30.234.749;747.785;33.927.631;0;33.927.631
BOFA MERRILL LYNCH;51255;b1;S3;C;3;SAO PAULO;SP;09/2020;140.915;16.413.091;10.607.442;408.083;-382;407.701;0;0;0;0;0;2.770.230;193.985;50.183;30.583.547;0;30.583.547
BMG;30290;b1;S3;C;2;SAO PAULO;SP;09/2020;168.078;61.569;6.345.098;12.617.628;-716.237;11.901.391;0;0;0;0;0;4.663.379;364.240;1.619.493;25.123.248;0;25.123.248
STONE PAGAMENTOS S.A.;16501555;n4;S5;I;2;SAO PAULO;SP;09/2020;50.404;4;4.804.921;0;0;0;0;0;0;0;0;577.874;15.681.274;3.128.805;24.243.283;0;24.243.283
MORGAN STANLEY;51413;b1;S3;C;3;SAO PAULO;SP;09/2020;625;8.120.228;14.612.572;0;0;0;0;0;0;0;0;1.321.266;244;23.988;24.078.923;0;24.078.923
NU PAGAMENTOS S.A.;18236120;n4;S4;I;2;SAO PAULO;SP;09/2020;153.740;3.802.044;5.101.143;0;0;0;0;0;0;0;0;14.005.393;151.020;586.084;23.799.424;0;23.799.424
BANCO VOLKSWAGEN S.A.;59109165;b2;S3;I;3;SAO PAULO;SP;09/2020;149;2.809.756;62.244;17.837.139;-785.439;17.051.701;215;97.330;19.513;-1.133;115.926;2.966.516;38.204;716.708;23.761.204;19.513;23.741.691
SOCIETE GENERALE;31859;b1;S3;C;3;SAO PAULO;SP;09/2020;111.830;4.814.344;1.406.604;1.073.968;-2.482;1.071.486;96;366.788;30.568;-16.065;381.387;15.653.891;2.653;5.225;23.447.420;30.568;23.416.852
PAGSEGURO INTERNET S.A.;8561701;n4;S4;I;2;SAO PAULO;SP;09/2020;50.525;60.712;1.623.019;0;0;0;0;0;0;0;0;1.180.512;13.067.305;5.600.626;21.582.699;0;21.582.699
BRB;31976;b1;S3;C;1;BRASILIA;DF;09/2020;278.893;1.470.482;3.345.294;13.855.893;-391.552;13.464.341;0;0;0;0;0;1.539.762;715.646;658.015;21.472.432;0;21.472.432
BANCO DA AMAZONIA S.A.;4902979;b1;S3;I;1;BELEM;PA;09/2020;82.528;1.086.685;12.633.372;4.610.211;-410.766;4.199.444;0;0;0;0;0;1.818.130;745.886;269.888;20.835.935;0;20.835.935
CCB;32119;b1;S3;C;3;SAO PAULO;SP;09/2020;189.461;1.259.803;5.070.225;9.928.129;-491.982;9.436.148;0;100.286;19.651;-6.561;113.376;3.813.876;215.263;37.959;20.136.109;19.651;20.116.458
GOLDMAN SACHS;51585;b2;S3;C;3;SAO PAULO;SP;09/2020;228.678;4.949.877;12.116.395;12.402;0;12.402;0;0;0;0;0;2.146.216;2.136;14.517;19.470.221;0;19.470.221
ALFA;51293;b1;S3;C;2;SAO PAULO;SP;09/2020;2.244;722.711;5.762.874;8.869.839;-99.097;8.770.743;195;524.677;116.149;-5.629;635.392;1.655.797;159.470;370.106;18.079.337;116.149;17.963.188
BANCO HSBC S.A.;53518684;b1;S4;I;3;SAO PAULO;SP;09/2020;133.511;2.296.505;6.707.962;506.699;-2.003;504.695;0;0;0;0;0;7.658.979;450;60.959;17.363.061;0;17.363.061
