Instituição financeira;Código;TCB;SR;TD;TC;Cidade;UF;Data;Captações;;;;;;;;;;;;;;;;Instrumentos Derivativos (f);Outras Obrigações (g);Passivo Circulante e Exigível a Longo Prazo (h) = (e) + (f) + (g);Resultados de Exercícios Futuros (i);Patrimônio Líquido (j);Passivo Total (k) = (h) + (i) + (j);
;;;;;;;;;Depósito Total;;;;;;;Obrigações por Operações Compromissadas (b);Recursos de Aceites e Emissão de Títulos;;;;;;Obrigações por Empréstimos e Repasses (d);Captações (e) = (a) + (b) + (c) + (d);;;;;;;
;;;;;;;;;Depósitos à Vista (a1);Depósitos de Poupança (a2);Depósitos Interfinanceiros (a3);Depósitos a Prazo (a4);Conta de Pagamento Pré-Paga (a5);Depósitos Outros (a6);Depósito Total (a);;Letras de Crédito Imobiliário (c1);Letras de Crédito do Agronegócio (c2);Letras Financeiras (c3);Obrigações por Títulos e Valores Mobiliários no Exterior (c4);Outros Recursos de Aceites e Emissão de Títulos (c5);Recursos de Aceites e Emissão de Títulos (c);;;;;;;;;
ITAU;10069;b1;S1;C;2;SAO PAULO;SP;12/2021;170.978.633;190.619.178;3.776.624;525.292.956;563.029;929.630;892.160.050;287.479.498;10.662.342;13.700.526;24.059.102;62.960.194;31.755.611;143.137.775;95.234.995;1.418.012.319;85.215.540;328.386.082;1.831.613.940;2.872.586;155.396.968;1.989.883.494
BB;49906;b1;S1;C;1;BRASILIA;DF;12/2021;118.417.208;225.452.750;25.968.818;316.657.098;418.361;10.542.573;697.456.807;633.562.675;12.547.847;81.396.088;1.047;31.723.506;9.693;125.678.180;65.732.349;1.522.430.012;2.603.927;259.388.783;1.784.422.721;192.174;134.854.078;1.919.468.973
CAIXA ECONÔMICA FEDERAL;51626;b1;S1;C;1;BRASILIA;DF;12/2021;46.983.103;365.091.413;187.277;145.962.643;0;15.047.699;573.272.136;226.638.755;22.454.686;494.569;1.623.919;2.832.461;0;27.405.635;357.073.680;1.184.390.205;1.680.715;176.683.957;1.362.754.877;9.983.708;76.154.968;1.448.893.554
BRADESCO;10045;b1;S1;C;2;OSASCO;SP;12/2021;57.332.229;139.341.042;4.904.115;380.388.224;314.153;1.029.882;583.309.647;256.879.306;41.461.933;17.300.060;96.715.261;10.986.811;16.728.636;183.192.702;50.299.955;1.073.681.609;13.306.670;186.743.070;1.273.731.349;139.600;150.662.202;1.424.533.152
SANTANDER;30379;b1;S1;C;3;SAO PAULO;SP;12/2021;40.125.836;65.220.066;4.001.351;295.749.845;0;492.601;405.589.699;100.481.723;28.924.170;16.989.434;28.725.804;38.427.171;7.789.384;120.855.963;91.014.358;717.941.743;32.239.999;163.185.837;913.367.579;382.184;81.189.269;994.939.032
BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCIAL;33657248;b4;S2;I;1;RIO DE JANEIRO;RJ;12/2021;0;0;71.158;0;0;6.641.795;6.712.952;93.068.413;0;0;1.053.682;9.007.764;1.104.756;11.166.202;153.206.495;264.154.062;49.481;382.998.109;647.201.652;4.043;126.997.027;774.202.721
BTG PACTUAL;49944;b1;S1;C;2;RIO DE JANEIRO;RJ;12/2021;10.176.551;0;3.521.405;102.352.888;0;315.959;116.366.803;62.010.554;2.183.094;14.117.045;23.985.526;15.907.163;640.206;56.833.033;9.012.706;244.223.096;41.737.289;48.819.205;334.779.590;348.808;39.034.727;374.163.125
SAFRA;10083;b1;S2;C;2;SAO PAULO;SP;12/2021;2.061.397;4.670.220;468.807;67.294.751;324.390;52;74.819.616;36.827.631;668.497;12.924.678;37.195.127;2.561.008;6.091.161;59.440.470;16.164.429;187.252.146;7.462.064;25.799.557;220.513.768;57.384;15.065.607;235.636.758
CITIBANK;30403;b1;S2;C;3;SAO PAULO;SP;12/2021;10.510.296;0;58.301;36.105.742;0;205.653;46.879.991;6.401.508;0;0;3.799.309;0;270.658;4.069.967;22.406.140;79.757.606;9.653.141;33.676.159;123.086.906;42.901;10.590.455;133.720.263
VOTORANTIM;51011;b1;S2;C;2;SAO PAULO;SP;12/2021;595.009;0;1.349.787;23.084.039;0;0;25.028.835;17.526.649;330.963;1.954.931;27.172.459;8.814.928;0;38.273.281;5.102.554;85.931.319;2.439.455;19.815.145;108.185.918;114.375;11.928.549;120.228.843
JP MORGAN CHASE;20107;b1;S3;C;3;SAO PAULO;SP;12/2021;1.117.383;0;175.493;11.657.744;0;1.490.966;14.441.586;8.082.390;0;0;0;0;253.492;253.492;52.465.833;75.243.301;10.802.800;16.113.194;102.159.295;2.664;7.030.062;109.192.022
BANRISUL;30173;b1;S2;C;1;PORTO ALEGRE;RS;12/2021;4.687.460;11.565.559;1.392.662;47.385.962;5.816;11.508;65.048.967;10.721.736;707.773;296.852;1.008.261;0;0;2.012.886;2.416.122;80.199.710;136.170;14.580.122;94.916.003;152.440;9.047.178;104.115.621
REDECARD INSTITUIÇÃO DE PAGAMENTO S.A.;1425787;n4;S1;I;2;SAO PAULO;SP;12/2021;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;56.751.422;56.751.422;0;44.844.985;101.596.407
CIELO S.A.;1027058;n4;;I;2;BARUERI;SP;12/2021;0;0;0;0;1.483;0;1.483;0;0;0;0;0;0;0;4.034.446;4.035.929;0;84.720.173;88.756.102;0;9.890.589;98.646.690
XP;52120;b1;S3;C;2;RIO DE JANEIRO;RJ;12/2021;190.366;0;6.245;11.540.428;0;13.234.153;24.971.192;32.375.135;0;3;2.587.738;0;7.635.838;10.223.579;1.651.871;69.221.778;6.746.810;10.279.436;86.248.023;125.535;5.824.853;92.198.411
BANCO COOPERATIVO SICREDI S.A.;1181521;b1;S3;I;2;PORTO ALEGRE;RS;12/2021;83.671;26.056.793;12.045.633;2.982.954;0;0;41.169.050;3.749.399;0;6.644.851;2.424.832;0;0;9.069.682;18.818.240;72.806.371;29.404;7.832.134;80.667.908;0;2.449.876;83.117.785
BANCO SICOOB;51750;b1;S3;C;2;BRASILIA;DF;12/2021;92.288;11.582.944;42.059.144;3.214.196;0;0;56.948.573;2.027.200;0;34.681;0;0;0;34.681;3.875.502;62.885.957;56;10.247.275;73.133.288;99;2.474.285;75.607.672
BNP PARIBAS;51516;b1;S3;C;3;SAO PAULO;SP;12/2021;1.142.181;0;192.225;8.139.207;0;292.432;9.766.044;6.728.163;0;179.947;1.856.692;0;901.761;2.938.400;10.139.031;29.571.639;5.289.117;34.844.764;69.705.519;15.271;4.462.923;74.183.714
DAYCOVAL;51987;b1;S3;C;2;SAO PAULO;SP;12/2021;1.539.824;0;988.220;14.790.999;0;12.312;17.331.354;2.474.520;1.465.308;2.392.039;14.071.202;2.614.275;0;20.542.824;8.905.149;49.253.847;152.714;8.122.373;57.528.935;106.264;4.981.278;62.616.476
